aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
1,120,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/26,10.50.60.73/32,60,135,44,80,1,output:3
2,20,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/32,10.50.60.132/32,77,124,15,50,1,strip_vlan
3,62,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.92/31,10.50.60.192/26,156,199,74,114,2,flood
4,194,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.16/32,10.50.60.93/32,32,169,54,66,6,in_port
5,191,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.184/30,38,198,97,193,1,output:2
6,30,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.164/32,10.50.60.192/27,41,138,155,180,1,drop
7,8,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/30,10.50.60.192/26,20,144,64,175,6,output:2
8,167,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/27,10.50.60.243/32,68,145,94,153,1,flood
9,86,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.107/32,10.50.60.217/32,57,69,125,153,1,output:2
10,55,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/27,10.50.60.208/28,30,196,45,72,1,drop
11,185,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.12/32,10.50.60.48/28,10,127,156,172,2,controller
12,106,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.166/31,10.50.60.128/25,76,137,61,83,1,in_port
13,45,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.227/32,10.50.60.14/31,12,31,6,126,6,in_port
14,70,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.112/28,10.50.60.149/32,113,129,103,143,6,output:2
15,145,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.64/27,126,159,45,105,6,strip_vlan
16,89,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.96/28,10.50.60.24/32,35,59,8,49,6,output:2
17,15,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.112/28,10.50.60.137/32,76,95,79,135,2,flood
18,192,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/26,10.50.60.32/32,36,115,57,76,6,flood
19,173,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.235/32,10.50.60.161/32,99,166,112,156,6,in_port
20,148,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.200/29,10.50.60.32/28,109,126,72,151,1,output:3
21,30,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.48/28,10.50.60.170/31,66,146,41,174,2,strip_vlan
22,68,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.104/32,10.50.60.183/32,129,182,124,142,2,flood
23,14,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.14/32,10.50.60.184/32,4,126,81,85,6,strip_vlan
24,79,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.112/29,10.50.60.208/29,189,192,14,165,2,strip_vlan
25,35,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.60/31,188,193,45,64,2,flood
26,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.10/32,10.50.60.0/27,55,196,21,185,2,controller
27,140,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.115/32,10.50.60.163/32,33,63,51,92,2,drop
28,120,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/27,10.50.60.96/27,97,144,126,167,6,output:3
29,172,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/26,10.50.60.152/32,171,197,50,60,1,output:3
30,131,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.12/30,10.50.60.180/31,108,128,56,59,1,output:3
31,43,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.123/32,10.50.60.92/30,99,198,11,169,1,flood
32,199,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.206/32,10.50.60.64/26,50,86,101,105,6,controller
33,137,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.189/32,10.50.60.90/32,38,167,82,99,6,drop
34,176,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/30,10.50.60.176/30,125,134,64,194,6,strip_vlan
35,52,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/26,10.50.60.32/27,190,191,47,145,2,output:3
36,81,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/27,10.50.60.4/31,84,116,14,123,2,flood
37,138,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.224/28,10.50.60.17/32,61,140,21,125,2,controller
38,166,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.73/32,10.50.60.168/30,23,190,74,145,2,strip_vlan
39,101,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/27,10.50.60.112/28,12,167,4,78,1,strip_vlan
40,88,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/28,10.50.60.36/30,39,75,57,87,1,output:3
41,164,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/32,10.50.60.74/32,7,75,101,144,2,flood
